doi,number,title,keywords,abstract,year
https://doi.org/10.1016/j.xcrm.2022.100860,12.0,"Evidence synthesis, digital scribes, and translational challenges for artificial intelligence in healthcare","evidence-based medicine, evidence synthesis, patient safety, research replication, machine learning, algorithmic transportability, deep learning, clinical trial registries","Summary
Healthcare has well-known challenges with safety, quality, and effectiveness, and many see artificial intelligence (AI) as essential to any solution. Emerging applications include the automated synthesis of best-practice research evidence including systematic reviews, which would ultimately see all clinical trial data published in a computational form for immediate synthesis. Digital scribes embed themselves in the process of care to detect, record, and summarize events and conversations for the electronic record. However, three persistent translational challenges must be addressed before AI is widely deployed. First, little effort is spent replicating AI trials, exposing patients to risks of methodological error and biases. Next, there is little reporting of patient harms from trials. Finally, AI built using machine learning may perform less effectively in different clinical settings.",2022
https://doi.org/10.1016/j.apmt.2021.100966,,Bio-inspired amyloid polypeptides: From self-assembly to nanostructure design and biotechnological applications,"Amyloid polypeptide, Bio-inspired, Nanomedicine, Self-assembly","The aggregation of amyloid polypeptide plays a crucial role in inducing various chronic diseases, such as neurodegenerative diseases and type II diabetes. Up to date, amyloid polypeptide-based nanostructures have been extensively investigated for various biotechnological applications while exploiting the pathogenic mechanism of amyloid polypeptide-related diseases. Despite extensive and significant progress having been made, the fundamental understanding and the strategies to organize amyloid polypeptide nanomaterials remain elusive. Herein, the blooming developments of bio-inspired self-assembled amyloid polypeptide nanostructures on synthesis, properties and applications are mainly introduced. We begin with an emphasis of the importance of thermodynamic and kinetic factors on the self-assembly. Second, the cutting-edge advances and challenges for engineering of amyloid peptide-based nanomaterials on multiple dimensions are summarized. Finally, the comprehensive applications in biosensing, bioimaging, drug/gene delivery, cellular scaffolds and air pollution governance of amyloid polypeptide-based nanomaterials are presented. Through summarizing these aspects of amyloid polypeptides, this review is expected to motivate researchers to devote more efforts to investigating of novel architectures and translating the artificial designs for intriguing applications.",2021
https://doi.org/10.1016/j.nbsj.2022.100044,,Embracing Nature-based Solutions to promote resilient marine and coastal ecosystems,"Climate change, Ecosystem services, NBS, Research priorities, Societal challenges, Sustainable development","The world is struggling to limit greenhouse gas emissions and reduce the human footprint on nature. We therefore urgently need to think about how to achieve more with actions to address mounting challenges for human health and wellbeing from biodiversity loss, climate change effects, and unsustainable economic and social development. Nature-based Solutions (NBS) have emerged as a systemic approach and an important component of the response to these challenges. In marine and coastal spaces, NBS can contribute to improved environmental health, climate change mitigation and adaptation, and a more sustainable blue economy, if implemented to a high standard. However, NBS have been largely studied for terrestrial – particularly urban – systems, with limited uptake thus far in marine and coastal areas, despite an abundance of opportunities. Here, we provide explanations for this lag and propose the following three research priorities to advance marine and coastal NBS: (1) Improve understanding of marine and coastal biodiversity-ecosystem services relationships to support NBS better designed for rebuilding system resilience and achieving desired ecological outcomes under climate change; (2) Provide scientific guidance on how and where to implement marine and coastal NBS and better coordinate strategies and projects to facilitate their design, effectiveness, and value through innovative synergistic actions; (3) Develop ways to enhance marine and coastal NBS communication, collaboration, ocean literacy and stewardship to raise awareness, co-create solutions with stakeholders, boost public and policy buy-in, and potentially drive a more sustained investment. Research effort in these three areas will help practitioners, policy-makers and society embrace NBS for managing marine and coastal ecosystems for tangible benefits to people and marine life.",2023
https://doi.org/10.1016/j.infoh.2023.10.001,1.0,Exploring the advent of Medical 4.0: A bibliometric analysis systematic review and technology adoption insights,"Medical 4.0, Healthcare 4.0, IoT, Robotics, Block chain, Big data, AI, Industry 4.0, Nanotechnology, Clinical outcome, Ethics, Privacy implications","A rapidly evolving digital technology is revolutionising patient care and optimising healthcare processes. This research article presents a bibliometric analysis and systematic review of Medical 4.0 to identify gaps in its adoption and implementation while focusing on addressing healthcare disparities and ensuring equitable access to these technologies for all individuals. The study uses the "" Biblioshiny"" approach to analyse existing literature, identifying trends, dominant technologies, and research gaps. The findings emphasise the importance of technology cooperation among industries, ensuring that the benefits of Medical 4.0 are accessible to marginalised communities and underserved regions. The findings have significant implications for the healthcare industry and policymakers, as understanding research gaps and collaboration can lead to the effective adoption of Medical 4.0 technologies. The study analyses medical 4.0 development using bibliometric analysis of scientific publications from 2010 to 2023. It uses co-occurrence analysis to identify patterns of relationships in academic literature, revealing connections and associations within a specific domain. The research focuses on 1548 research papers, customising from Scopus, and uses alternative metrics like social networks and bibliographic reference managers.",2024
https://doi.org/10.1016/j.rcradv.2022.200126,,The role of blockchain technology in the transition toward the circular economy: Findings from a systematic literature review,"Blockchain technology, Circular economy, Sustainability, Supply chain managemen, Transparency","The circular economy (CE) has emerged as a paradigm to protect the environment and the well-being of future generations. In parallel, Blockchain technology (BC) has emerged as a critical enabler for accelerating the transition toward a CE. In order to understand and summarize prior research on the role of BC in the CE, we conducted a systematic literature review (SLR) of 70 seminal articles published before July 2022. Six main themes emerged: a) CE approaches and practices, b) BC and the integration of the Internet of Things (IoT), c) sustainable supply chain management, d) BC and the CE in the COVID-19 era, e) sector-specific BC applications, and f) barriers to BC adoption in the CE. Furthermore, we develop a comprehensive framework that integrates stakeholders, strategies and practices, industrial sectors and a BC-enabled CE.",2023
https://doi.org/10.1016/j.rser.2021.111251,,Technological progresses in modern sustainable greenhouses cultivation as the path towards precision agriculture,"Smart greenhouses, Energy management systems, Energy efficiency, Sustainable crops development","Greenhouse technology is an opportune tool for increasing crop yields through the accurate adjustment of internal climate growth conditions such as temperature, humidity, light intensity and CO2 concentration. The aim of this paper is to present an overview of the most recent technological advances in modern greenhouses, and highlights their application in hardware design, environmental monitoring, dynamics modeling, microclimate control, energy optimization, green energy integration and storage systems implementation. The main objectives can be summarized in presenting sufficient contributions to the new body of knowledge and gathering the recent greenhouse progress in order to support greenhouse engineers, researchers and industrials to achieve higher yields at minimum possible cost. The results reveal that the work carried out over the last 5 years has shown that research and development projects have lent a lot of interest in favor of the greenhouse crops sector. From structural hardware point of view, the choice of an agricultural greenhouse design to meet the economic conditions of greenhouse growers always remains a challenge for the designer. The results report that research concentration has moved from classical controllers to modern ones based on the environment explicit perception. Investigations report that renewable energies such as solar and geothermal became widely used as an environmentally friendly solution and have proven to make greenhouses not only energy self-sufficient but also allow the energy exchange with the electric grid.",2021
https://doi.org/10.1039/d4sd00017j,5.0,Emergence of integrated biosensing-enabled digital healthcare devices,,"Digital biosensors facilitate real-time, remote, precise disease detection and biochemical analysis. Recent trends in biosensing methods have focused on miniaturization, automation, and multiplexing. The miniaturization of biosensors has led to the development of portable, flexible, and wearable devices that can be used for point-of-care diagnostics and continuous health monitoring. Furthermore, digital automation has enabled the high-throughput screening of samples, reducing the time and cost of analysis, while integrated multiplexing allows for the simultaneous detection of multiple analytes, increasing the efficiency and accuracy of analysis. This article examines recent scientific advances in developing miniaturized biosensing procedures for digital healthcare. Advancements in digital devices have also contributed to the development of integrated biosensing. The use of smartphones, smartwatches, and other digital devices as readout platforms for biosensors has made biosensing more accessible and user-friendly. The development of artificial intelligence and machine learning algorithms has allowed for the interpretation and analysis of complex biosensor data. This review compares biosensing with current state-of-the-art diagnostic technology. After incorporating biosensors with artificial intelligence in an internet of things platform, they will have enormous potential and market value in the future for personalized healthcare. Based on various device performances and impacts, sensing methods, designs, compatibilities, functionalities, technology integrations, and developments are systematically discussed in this article. The primary objective of this review was to present a comprehensive discussion from the point of view of both technological advancements and translational wisdom. It is essential to have intelligent point-of-care devices with digital technologies for real-time healthcare management. The vision of the future healthcare industry encompasses a range of biosensing methods that offer a glimpse into new possibilities for the market.",2024
https://doi.org/10.1016/j.ijdrr.2020.101769,,Disaster resilience through big data: Way to environmental sustainability,"Resilience, Disaster management, Risk management, Governance, Big data","Disaster management is a growing concern and priority throughout the world and “resilience” is increasingly viewed as a key capacity related to disaster and post-disaster management and development. Recent research highlights how resilience is enhanced through the use of “big data” technologies that improve the speed and effectiveness of linkages between disaster information and systemic response. Summarizing and discussing this research, this study highlights and substantiates the potential of big data strategies to help mitigate the risks and impact of socio-ecological vulnerability. Based on a qualitative desk review and analyses of secondary data, resilience is framed as a function of the adaptive, absorptive and transformative capacity of socio-political systems to withstand and cope with the adverse effects of disaster. In addition, this study emphasizes the major principles and components of effective big data use; e.g., open source tools, strong infrastructure, local skill development, context-specific data sources, ethical data sharing and experiential learning. This study reveals some important big data technologies that can be easily used in the different phases of disaster management and enhancing resilience such as remote sensing imagery, social media data, crowdsourced data, geographic information system (GIS), and mobile metadata. The findings hold major relevancy for policymakers, administrators, and related stakeholders responsible for taking action before, during and after disasters through training, early warning systems, emergency evacuation, relief distribution and other key infrastructural components.",2020
https://doi.org/10.1016/j.heliyon.2023.e15895,5.0,Sustaining the urban commons in Ghana through decentralized planning,"Urban planning, Urban commons, Sustainability, Institutional analysis and development (IAD) framework, Non-cooperative game theory, Ghana","With global urbanization on the increase and cities now hosting more than half of the planet's population, there are concerns regarding the protection of urban commons as part of sustainability efforts, especially in sub-Saharan Africa. Decentralized urban planning is a policy tool and practice that is used to organize urban infrastructure for sustainable development. Yet, how it can be used to sustain the urban commons remains fragmented in the literature. This study reviews and synthesizes urban planning and urban commons literature using the Institutional Analysis and Development Framework and the non-cooperative game theory to identify how urban planning can protect and sustain the urban commons – green commons, land commons, and water commons – in Ghana. The study, based on the determination of different theoretical scenarios for the urban commons, identified that decentralized urban planning can help sustain the urban commons, but it is operationalized in an unfavorable political environment. For green commons, there are competing interests and poor coordination amongst planning institutions, and the absence of self-organizing bodies in managing the use of such resources. For land commons, increased land litigations are characterized by corruption and poor management of land cases in the formal land courts, and despite the existence of self-organizing institutions, these institutions have failed to act responsibly to protect land commons due to the increasing demands and values (profitability) of lands in urban areas. For water commons, urban planning has not been fully decentralized and there is also the absence of self-organizing bodies in urban water use and management. This is coupled with the waning of customary water protection provisions in urban centers. Based on the findings, the study generally proposes institutional strengthening as the bedrock for enhancing the sustainability of the urban commons through urban planning and should therefore be of policy focus moving forward.",2023
https://doi.org/10.1016/j.rser.2024.114403,,"European energy communities: Characteristics, trends, business models and legal framework","Local EC, Local energy markets, Prosumer, Flexibility, Business models, Energy trading","With the aim of promoting the use of renewable energy sources, the new European directive has defined the concept of Energy Communities. This new entity has the potential to transform the classic structure of the electricity network, where a few large power plants supply the end users, to a structure where the end user is not a passive actor but has the ability to take advantage of their own consumption or the flexibility of their demand to consume their energy independently of the network, to share it, store it or sell it both to other members of the community and to the network. All this is closely linked to energy self-consumption, new management and distributed generation technologies, which are important factors in the energy transition. This new entity opens the doors to new management models, new business models and the ability to provide regulation services to the grid. This work explores all of these points, giving visibility to the wide range of opportunities offered by Energy Communities.",2024
https://doi.org/10.1016/j.erss.2020.101490,,Guides or gatekeepers? Incumbent-oriented transition intermediaries in a low-carbon era,"Sociotechnical transitions, incumbency, low-carbon innovation, intermediaries, intermediation, sustainability transitions","Transitions intermediaries—agents who connect diverse groups of actors involved in transitions processes and their skills, resources and expectations—are becoming more prominent in research on low-carbon transitions. Most work, however, has focused on their ability to push innovations or emerging technologies forward, emphasising their involvement in disrupting incumbent regimes or firms. However, in focusing on new entrants, often at the grassroots level, such literature runs the risk of overlooking the potentially positive role that incumbent transition intermediaries—those oriented to work with or centrally consider the interests of dominant government, market or civic stakeholders—can play in meeting sustainable energy and transport goals. In this paper, we focus specifically on five different incumbent transition intermediaries—Smart Energy GB in the United Kingdom, Energiesprong in the Netherlands, SULPU in Finland, CERTU in France, and the Norwegian Electric Vehicle Association —and explain their efforts to meet socially desirable goals of accelerating innovation or decarbonizing energy or transport systems. We ask: Why were these intermediaries created, and what problems do they respond to? How do they function? What are their longer-term strategies and aspirations? In what ways do they reflect, reinforce, or otherwise shape incumbency? In answering these questions via a comparative case study approach, the paper aims to make contributions to the study of incumbency and intermediation in the context of transitions, to identifying different types of incumbent intermediaries (market, governmental, civic), and to informing debates over energy and climate policy and politics.",2020
https://doi.org/10.1016/j.cosust.2021.06.001,,Integrating institutional approaches and decision science to address climate change: a multi-level collective action research agenda,,"Climate change is a problem that requires a multi-scale response from the individual to the global. Each level and type of entity has some capacity to influence climate change action and policy, but as a multi-level collective action problem, it is not surprising that there is underprovision of climate change action; this challenge highlights the need to better understand decision-making processes. We propose an integrated research frontier that examines inter-level feedback processes, the role of individuals and organizations in promoting trust within and across levels, the importance of establishing and communicating norms, and inclusion of worldviews to situate decision makers within narratives of climate change. The failure to mitigate and adapt to climate change is a social science problem, perhaps the biggest social problem our society faces. To solve it requires that we advance a new frontier on decision making across a complex set of multi-level collective action relationships.",2021
https://doi.org/10.1016/j.rser.2020.109841,,Distributed energy systems as common goods: Socio-political acceptance of renewables in intelligent microgrids,"Social acceptance, Common good, Distributed energy, Polycentricity, Coproduction, Social-technical system, Intelligent grid, Microgrid, Regime change, Institutional change, Demand response, P2P","The future social-technical system (STS) of power supply based on renewables depends heavily upon the rapid emergence of Distributed Energy Systems (DES). The prime object of Social Acceptance processes of renewable energy innovation becomes the issue of how to incorporate DES. The realization of this transformation requires the escape from locked-in hierarchy and standardized design of the centralized grid. This review elaborates the advanced conceptualization of Social Acceptance, particularly its socio-political layer. High diffusion of DES in intelligent microgrids leads to polycentricity replacing hierarchy. Therefore, the main object of 'socio-political acceptance' concerns institutional changes replacing hierarchy by co-production within STSs applying DES. Renewables become 'common goods' in such systems, instead of 'private' or 'public' goods. Systems providing 'common goods' like renewables -that are natural resources-show similarities to socialecological systems, the self-governing entities in common pool resources theory. Application of this institutional theory to co-production in DES leads to the following conclusions on socio-political acceptance. Renewables generation, integration, storage, intelligence and demand response require a shift towards co-producing prosumers. Electricity as an economic good must be redefined from commercial private commodity delivered in a public grid towards a co-produced common good. Essential for common prosumer-based DES is the application of peer-to-peer deliverance (P2P). Policy must avoid to interfere in this and also should remove legal obstructions and transaction costs for P2P and coproduction. As space is the prime scarcity factor for DES, prosumers' communities should also be empowered in co-producing land use decisions for construction of their DES infrastructures.",2020
https://doi.org/10.1016/j.est.2023.107306,,Assessment of the lifecycle carbon emission and energy consumption of lithium-ion power batteries recycling: A systematic review and meta-analysis,"Lithium-ion power battery recycling, Meta-analysis, Life cycle assessment, Greenhouse gas emissions, Energy consumption","Recycling spent lithium-ion batteries (LIBs) is necessary for environmental protection and the reuse of valuable resources. Previous studies have used the LCA method to evaluate the environmental and energy performance of single spent LIB recycling. However, lacking research can provide an overall view of the spent LIBs recycling. This study uses a systematic meta-analysis method to quantitatively analyze different independent research results. We draw the following conclusions. (1) The global warming potential (GWP) and cumulative energy demand (CED) of recycling 1 kg spent LIBs are 0.158–44.59 kg CO2-eq and 3.3–154.4 MJ, respectively. (2) There are significant differences in GWP and CED during the life cycle of LIBs recycling with different battery types, shapes, recycling processes, and electric sources. Compared with NCM batteries, the GWP and CED of recycled LFP batteries are higher. The combined hydro-pyrometallurgical process performs the best for GWP and CED, while the pyrometallurgy is the worst. The GWP of LIBs recycled by Chinese electricity is the highest, and the CED of LIBs recycled by American electricity is the highest. (3) Among the influencing factors, cascade utilization contributes the most.",2023
https://doi.org/10.1016/j.geoen.2024.212855,,"Technical system and prospects for precise methane extraction in the entire life cycle of coal mining under the goal of “carbon peak and carbon neutrality""","Carbon peak and carbon neutrality, Carbon emission reduction at the source, Methane precise extraction, Entire life cycle, Quality improvement and efficiency enhancement","The resource endowment characteristics of “abundant coal, scarce oil, limited methane” in China determine that coal will remain the fundamental energy source, maintaining its predominant position. Realizing the green and low-carbon operation of the precise methane extraction technology system in the entire life cycle of coal mining is one of the key tasks for the sustainable development of the coal industry. In response to the new situation requirements of the “carbon peak and carbon neutrality” background and the technical challenges of carbon emission reduction at the source of methane in coal mines, with “quality improvement and efficiency enhancement, carbon emission reduction” as the core, and “precise methane extraction, green and low-carbon” dual objectives as the guide. With “process technology and equipment intelligent innovation” as the main line, based on the technical aspects of the complete process of coal mine methane extraction, the technology system of precise methane extraction in the entire life cycle of coal mining has been actively explored and constructed. It has realized the coordinated coupling of precise methane extraction, and green and low-carbon. A carbon emission reduction technology system has been formed at the source of coal mine methane with reliable technology - low-consumption equipment - safety and intelligence. Subsequently, five key technical issues were investigated: precise prediction of methane content - methane emission volume - methane “sweet spot” resource areas, precise pre-extraction of methane in the mining coal seam by the “time-sharing + partitioning” method, precise extraction of pressure relief methane from mining by the “regional segmentation + directional” method, precise extraction of methane from the “sweet spot” resource areas in abandoned mine, and “dynamic + intelligent” precise control of coal seam methane extraction. Finally, the future development directions of the precise methane extraction technology system for coal mining throughout its life cycle under the goal of “carbon peak and carbon neutrality” are elaborated, including the deep integration of “dynamic - transparent” coal geology and “intelligent - precise” methane pre-extraction, the deep integration of “dynamic - transparent” transport and storage area of pressure relief methane and “precise - regional segmentation” directional extraction, enhanced methane extraction technology of the methane “sweet spot” resource area through CO2 absorption and storage in abandoned mine, the integrated platform of “precise prediction - intelligent design, precise monitoring - intelligent assessment, precise diagnosis - intelligent regulation”, and “Smart+"" technology combining precise methane extraction - energy saving and emission reduction for equipment - green and low-carbon for mines. By implementing the precise methane extraction technology system for the entire life cycle of coal mining under the goal of “carbon peak and carbon neutrality”, new ideas are provided for achieving methane precise extraction, green and low-carbon goals in China's coal industry.",2024
https://doi.org/10.1016/j.jclepro.2022.130808,,"Healthy soils: The backbone of productive, safe and sustainable urban agriculture","Contamination, Fertility, Health, Soil, Sustainability, Urban agriculture","The increasing urbanization of an ever-growing global population is coinciding with major global challenges that are threatening our food security. Urban agriculture is as a multi-functional tool to improve urban living and to provide food security towards resilient communities. This review explores on the importance of urban agriculture and identifies several points that will help inform a shift towards actively managed urban agriculture soils. First, the importance of soil within urban agriculture systems is highlighted, followed by a review of common issues of soil health in urban agriculture. These issues are then addressed by providing management principles for increased soil functioning in urban agriculture systems. These principles focus on improved soil nutrient and carbon pools and acknowledge the importance of the soil microbial community. Soil contamination with metal, organic and microbial contaminants is then addressed through a discussion of options available to help mitigate potential risk factors. Together, this review summarises our current understanding of soil health in urban agriculture systems. Where issues have been identified, these have been addressed by suggesting sustainable management principles. These can be used as recommendations for urban farmers towards more sustainable food production. Finally, we propose educational and governance approaches to help implementing these measurements.",2022
https://doi.org/10.1016/j.icte.2024.06.001,,Navigating the future of wireless networks: A multidimensional survey on semantic communications,"Semantic communications, Wireless networks, Multimedia Communications, Knowledge-based systems, AI","This paper offers an in-depth exploration of semantic communications, focusing on its integral role in wireless networks. We dissect its foundational architecture and the key elements that enable seamless AI integration. Our research categorizes semantic communications into various multimedia and task types, evaluating their applicability in both single and multitasking environments. We also investigate resource allocation and goal-oriented strategies, supported by empirical case studies. The paper concludes by spotlighting emerging trends, including AI, IoT, and 5G beyond. It identifies pressing challenges such as standardization, security, and efficiency. Our work provides a holistic understanding of contemporary semantic communications paradigms.",2024
https://doi.org/10.1016/j.rser.2023.113392,,Evolution paths from gray to turquoise hydrogen via catalytic steam methane reforming: Current challenges and future developments,"Conventional SMR, Blue/Turquoise H production, Catalysis, Kinetic models, Operating conditions, Intensified SMR, Renewable energy, ESG","Fossil fuel depletion, global warming, climate change, and steep hikes in the price of fuel are driving scientists to investigate commercial and environmentally friendly energy carriers like hydrogen. Steam methane reforming (SMR), a current commercial route for H2 production, has been considered the best remedy to fulfill the requirements. Despite the remarkable quantity of H2 produced by the SMR, this technology still faces major challenges such as catalyst deactivation due to the sintering of metal nanoparticles, coking, and generation of a large quantity of CO2. Firstly, the effects of catalyst types, kinetic models, and operating conditions on high-yield H2 production, the evolution path from gray to blue, via the conventional SMR are comprehensively reviewed. Secondly, exploiting intensified techniques such as membrane technology, sorption, fluidization, and chemical looping for SMR to blue H2 are discussed in detail. Further, a novel and sustainable path for the SMR process, hybridizing the use of novel materials and emerging technologies to produce turquoise H2, is proposed. Finally, the critical points for steam reforming process technology that can help leverage environmental, social, and governance (ESG) profiling have been discussed.",2023
https://doi.org/10.1016/j.erss.2022.102655,,Reviewing global peer-to-peer distributed renewable energy trading projects,"Business model canvas, Distributed ledger technology, Global projects, Peer-to-peer trading, Distributed renewable energy","Peer-to-peer trading generates a consumer-centric market and encourages a bottom-up hierarchy, allowing consumers to choose the source of energy and conduct preference-based trading. Although peer-to-peer trading has promising benefits, its application in the real-world is limited and often not encouraged. This paper presents a systematic and comprehensive literature review of the business models of 50 peer-to-peer distributed renewable energy trading projects around the world. The aim of this study is to explore the strengths, limitations and challenges of peer-to-peer distributed renewable energy trading considering its prevailing business arrangements to identify the critical requirements for its uptake in the real-world market. The findings reveal that peer-to-peer distributed renewable energy trading has characteristics of both coordinated and decentralised markets. Peer-to-peer trading is very effective when combined with value-added services such as energy storage, demand-side management, energy optimisation and information services. The key strength of peer-to-peer trading is the use of distributed ledger technology (DLT) to provide a secure and transparent trading environment. The main limitations to the implementation of peer-to-peer trading in the real world are the lack of regulations on trading between peers, the lack of public awareness, the complexity of the technology and the lack of government motivation. This study will enable distributed energy resources (DERs) owners, utility companies and network operators to understand how to stay relevant and competitive in peer-to-peer trading markets.",2022
https://doi.org/10.1016/j.jhazmat.2024.134394,,Revitalizing plastic wastes employing bio-circular-green economy principles for carbon neutrality,"Bioplastics, Decarbonization, Net-zero carbon, Life-cycle analysis, Carbon footprint, Strategy","The use of plastics has become deeply ingrained in our society, and there are no indications that its prevalence will decrease in the foreseeable future. This article provides a comprehensive overview of the global plastic waste disposal landscape, examining it through regional perspectives, various management technologies (dumping or landfilling, incineration, and reuse and recycling), and across different sectors including agriculture and food, textile, tourism, and healthcare. Notably, this study compiles the findings on life-cycle carbon footprints associated with various plastic waste management practices as documented in the literature. Employing the bio-circular-green economy model, we advocate for the adoption of streamlined and sustainable approaches to plastic management. Unique management measures are also discussed including the utilization of bioplastics combined with smart and efficient collection processes that facilitate recycling, industrial composting, or anaerobic digestion. Moreover, the integration of advanced recycling methods for conventional plastics with renewable energy, the establishment of plastic tax and credits, and the establishment of extended producer responsibility are reviewed. The success of these initiatives relies on collaboration and support from peers, industries, and consumers, ultimately contributing to informed decision-making and fostering sustainable practices in plastic waste management.",2024
https://doi.org/10.1016/j.nxener.2023.100022,2.0,Flexibility provisions through local energy communities: A review,"Local energy communities, Energy transition, Flexibility provisions, Local flexible energy markets, Sustainable solutions","The energy communities have the potential to accelerate energy transition and empower consumers, thereby, promoting collaborative social transformation. The local energy communities can support the power grid by offering a variety of flexibility services through demand response, load shifting and energy storage. However, existing electricity markets, tariffs and regulations often hindering effective and sustainable solutions. This paper provides a comprehensive review about designing flexibility provisions for local energy communities in the context of existing and emerging flexible electricity markets. Further, it also discusses the need for social arrangements, technical designs, and their impact on energy communities. Based on reviewed literature findings and from the research projects at Department of Energy, Aalborg University as a part of the SERENE and SUSTENANCE EU Horizon 2020 projects involving sustainable energy communities, future directions will be highlighted.",2023
https://doi.org/10.1016/j.technovation.2024.103025,,How will the digital twin shape the future of industry 5.0?,"Industry 5.0, Digital twin, Sustainability, Human-centric, Resilience, Strong structuration theory","Industry 5.0 is on the horizon, but the role of digital twins (DTs) as one of its major technological enablers is far from being understood. This article begins with a bibliometric analysis and a systematic review, followed by a discussion of insights obtained from the literature through the lens of strong structuration theory. The results include a description of the new paradigm of future-oriented and responsible physical-digital convergence, a research agenda, and the proposal of the structure – agency (SA)–DT framework to guide advances in Industry 5.0 with digital twins. A concept-centric analysis is used to identify use cases, impacts, redesigned forms of physical–digital interaction, challenges, and the changes in both human and non-human agents increasingly intertwined in more advanced DT solutions. Moreover, this study reveals how digital twins can be deployed to address, in an integrated manner, the three main pillars of Industry 5.0: human-centric, sustainable, and resilient industry transformation. Practitioners may find our contribution helpful for their Industry 5.0 roadmaps, which require more ample interaction with society at all levels and evidence of responsible practices for current and future generations.",2024
https://doi.org/10.1016/j.iot.2022.100551,,"A survey of blockchain-based IoT eHealthcare: Applications, research issues, and challenges","Blockchain, IoT, Healthcare, EHR challenge, Medical area","Blockchain (BC) technology has recently emerged as an essential component for different applications, including healthcare and IoT, because of its decentralized ledger, source provenance, and tamper-proof nature. The Internet of Things (IoT) and BC have enabled health systems to expand their scalability and maintain consistency on a decentralized platform. As a result, many researchers have developed BC-enabled IoT eHealth systems and explored the application of BC technology in diverse fields of eHealthcare. This paper conducts a comprehensive survey on the emerging applications of BC technology in healthcare. We summarize applications, research issues, security threats, research challenges, opportunities, and the future scope of BC technologies in the IoT-enabled healthcare system when BC is adopted to handle the privacy and storage of current and future medical records. Furthermore, we analyze the state-of-the-art BC works in the medical area, assessing their benefits-drawbacks, and guiding future researchers to overcome the limitations of the existing articles.",2022
https://doi.org/10.1016/j.earscirev.2023.104438,,Artificial intelligence and visual analytics in geographical space and cyberspace: Research opportunities and challenges,"GIScience, Geographical space, Cyberspace, GeoAI, GeoVA","In recent decades, we have witnessed great advances on the Internet of Things, mobile devices, sensor-based systems, and resulting big data infrastructures, which have gradually, yet fundamentally influenced the way people interact with and in the digital and physical world. Many human activities now not only operate in geographical (physical) space but also in cyberspace. Such changes have triggered a paradigm shift in geographic information science (GIScience), as cyberspace brings new perspectives for the roles played by spatial and temporal dimensions, e.g., the dilemma of placelessness and possible timelessness. As a discipline at the brink of even bigger changes made possible by machine learning and artificial intelligence, this paper highlights the challenges and opportunities associated with geographical space in relation to cyberspace, with a particular focus on data analytics and visualization, including extended AI capabilities and virtual reality representations. Consequently, we encourage the creation of synergies between the processing and analysis of geographical and cyber data to improve sustainability and solve complex problems with geospatial applications and other digital advancements in urban and environmental sciences.",2023
https://doi.org/10.1016/j.pecon.2021.06.005,3.0,"Understanding Brazil’s catastrophic fires: Causes, consequences and policy needed to prevent future tragedies","Fire ecology, Fire-dependent ecosystems, Fire-sensitive ecosystems, Fire management, Fire research gaps, Wildfires","Brazil has experienced unprecedented wildfires in the last decade. Images of immense burnt areas or dead animals that failed to escape the 2020 wildfires have shocked the world. To prevent or minimize further similar disasters we must understand the factors that have led to these catastrophic events. The causes and consequences of wildfires entail complex interactions between the biophysical and sociocultural spheres, and suitable management decisions require a sound scientific base. We present the recent panorama of increasing fire outbreaks in the Brazilian biomes, and discuss the causes that have contributed to such fires, their impacts on the environment and overall consequences for human well-being, based on reviewing the extensive specialist literature, on authors’ expert knowledge and information provided by environmental managers, researchers and politicians during a workshop organized to debate the wildfire issue in Brazil. Our up-to-date review is aimed at the academic public, environmental managers and decision- and policy-makers. First, we present evidence on the contrasting effects of fire on different ecosystems. Second, we outline the historic perceptions and policies related to fire use and management in Brazil since its colonization to the present date. Third, we propose means to advance fire prevention and develop successful management strategies. Finally, we answer frequently asked questions to clarify and/or demystify some fire-related issues not always properly addressed in the media.",2021
https://doi.org/10.1016/j.neuron.2020.10.001,2.0,Developing Collaborative Platforms to Advance Neurotechnology and Its Translation,,"Summary
Neurotechnological devices are failing to deliver on their therapeutic promise because of the time it takes to translate them from bench to clinic. In this Perspective, we reflect on lessons learned from medical device successes and failures and consider how such lessons might shape a strategic vision for translating neurotechnologies in the future. We articulate how the intentional design and deployment of “scientific platforms,” from the technology stack of hardware and software through the supporting ecosystem, could catalyze a new wave of innovation, discovery, and therapy. We also identify specific actions that could promote future neurotechnology roadmaps and industrial-academic-government collaborative activities. We believe that community-supported neurotechnology platforms will prove to be transformational in accelerating ideas from bench to bedside, maximizing scientific discovery and improving patient care.",2020
https://doi.org/10.1016/j.bioeco.2021.100005,,A bioeconomy for the next decade,,"Since the launch of the Knowledge-Based Bioeconomy by the European Commission in 2005 bioeconomy has developed from a research-oriented strategy towards a political model in more than 60 countries. This is based on the advantages of biological resources over fossil ones and on its positive impact on climate change, biodiversity and innovation. This article discusses ideas and measures of how to respond to these challenges and recommends emphasizing on the bioeconomy as a societal value-economy, enabling the achievement of SDG and Circular Economy. It is recommended that bioeconomy acts, operates and makes business in chains and cycles, using a systemic approach. The next decade following the Covid-19 pandemic, will demand the contributions from bioeconomy more than ever.",2021
